month,internal_sku,product_name,product_type,gross_qty,realized_qty,seller_base_revenue_rub,product_cogs_rub,cogs_status,commission_rub,commission_status,direct_variable_marketplace_costs_rub,other_direct_marketplace_costs_rub,contribution_before_ads_rub,ad_spend_attributed_rub,contribution_after_attributed_ads_rub,margin_before_ads_pct,margin_after_ads_pct,actual_drr_pct,variable_break_even_drr_pct,profitability_status,attribution_level
2026-06-01,EVT-EP-ENZYME-75,"EVETIS Enzyme Cleansing Powder 75 g",SINGLE,0,0,0,0,COVERED,0,COVERED,0,0,0,0,0,,,,,INSUFFICIENT_DATA,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-06-01,EVT-FT-ACNE-150,"EVETIS Anti-Acne Face Tonic 150 ml",SINGLE,12,9,7573,1645.07,COVERED,2694.93,MISSING_SOURCE,1072.91,0,2160.09,632.39,1527.7,28.5236,20.173,8.3506,28.5236,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-06-01,EVT-FT-MOIST-150,"EVETIS Moisture Face Tonic 150 ml",SINGLE,4,2,1744,365.57,COVERED,715.04,COVERED,474.88,0,188.51,1113.88,-925.37,10.8091,-53.0602,63.8693,10.8091,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-06-01,EVT-HC-AMBER-300,"EVETIS Body Cream Amber Vanilla 300 ml",SINGLE,0,0,0,0,COVERED,0,COVERED,0,0,0,1023.13,-1023.13,,,,,INSUFFICIENT_DATA,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-06-01,EVT-HC-CHERRY-300,"EVETIS Body Cream Lost Cherry 300 ml",SINGLE,1,1,1050,175.27,COVERED,430.5,COVERED,95.63,0,348.6,726.31,-377.71,33.2,-35.9724,69.1724,33.2,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-06-01,EVT-HC-HAND-300,"EVETIS Advanced Repair Hand Cream Oud Wood 300 ml",SINGLE,11,10,5429,2313.8,COVERED,2225.89,COVERED,1153.05,0,-263.74,192.75,-456.49,-4.858,-8.4084,3.5504,-4.858,LOSS_BEFORE_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-06-01,EVT-SET-4PC-ACNE,"EVETIS Набор anti-acne полный комплекс (4 средства)",BUNDLE,9,4,11302,2566.96,COVERED,4633.82,COVERED,1096.12,75,2930.1,1392.13,1537.97,25.9255,13.6079,12.3176,25.9255,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-06-01,EVT-SET-ACNE-POWDER-SERUM-CREAM,"Набор для лица от прыщей и акне",BUNDLE,3,2,3480,917.91,COVERED,1426.8,COVERED,398.09,0,737.2,1631,-893.8,21.1839,-25.6839,46.8678,21.1839,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-06-01,EVT-SET-CHERRY-AMBER,"EVETIS Набор крем Lost Cherry + крем Amber Vanilla",BUNDLE,2,1,1563,350.54,COVERED,640.83,COVERED,303.07,0,268.56,394.12,-125.56,17.1823,-8.0333,25.2156,17.1823,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-06-01,EVT-SET-HAND-AMBER,"EVETIS Набор крем для рук + крем Amber Vanilla",BUNDLE,1,1,1261,406.65,COVERED,517.01,COVERED,89.14,0,248.2,393.21,-145.01,19.6828,-11.4996,31.1824,19.6828,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-06-01,EVT-SET-HAND-CHERRY,"EVETIS Набор крем для рук + крем Lost Cherry",BUNDLE,4,4,5387,1626.61,COVERED,2208.67,COVERED,459.65,0,1092.07,505.79,586.28,20.2723,10.8832,9.3891,20.2723,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-06-01,EVT-SET-SER-CREAM-ACNE,"EVETIS Набор anti-acne сыворотка + крем для лица",BUNDLE,3,3,4148,898.98,COVERED,1700.68,COVERED,312.42,0,1235.92,675.41,560.51,29.7956,13.5128,16.2828,29.7956,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-06-01,EVT-SET-TON-SER-CREAM-ACNE,"EVETIS Набор anti-acne тоник + сыворотка + крем",BUNDLE,5,4,7029,1929.78,COVERED,2881.89,COVERED,553.69,15,1648.64,1334.21,314.43,23.4548,4.4733,18.9815,23.4548,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-07-01,EVT-EP-ENZYME-75,"EVETIS Enzyme Cleansing Powder 75 g",SINGLE,4,4,4501,637.18,COVERED,1845.41,COVERED,411.85,54,1552.56,2761.42,-1208.86,34.4937,-26.8576,61.3513,34.4937,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-07-01,EVT-FC-ACNE-50,"EVETIS Anti-Acne Face Cream 50 ml",SINGLE,10,9,9945,1184.94,COVERED,4077.45,COVERED,791.72,0,3890.89,2209.42,1681.47,39.1241,16.9077,22.2164,39.1241,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-07-01,EVT-FS-ACNE-30,"EVETIS Anti-Acne Face Serum 30 ml",SINGLE,2,1,838,168,COVERED,343.58,COVERED,215.09,15,96.33,326.34,-230.01,11.4952,-27.4475,38.9427,11.4952,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-07-01,EVT-FS-MOIST-30,"EVETIS Deep Moisture Face Serum 30 ml",SINGLE,10,10,10050,1308.1,COVERED,4120.5,COVERED,765.04,0,3856.36,2313.6,1542.76,38.3717,15.3508,23.0209,38.3717,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-07-01,EVT-FT-ACNE-150,"EVETIS Anti-Acne Face Tonic 150 ml",SINGLE,10,10,11485,1827.85,COVERED,4708.85,COVERED,875.3,0,4073,3233.73,839.27,35.4636,7.3075,28.1561,35.4636,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-07-01,EVT-FT-MOIST-150,"EVETIS Moisture Face Tonic 150 ml",SINGLE,4,2,2136,365.57,COVERED,875.76,COVERED,344.33,0,550.34,2854.84,-2304.5,25.765,-107.8886,133.6536,25.765,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
