date,marketing_cost_type,campaign_id,ozon_sku,offer_id,internal_sku,cash_cost_rub,product_cogs_cost_rub,total_marketing_cost_rub,evidence_status,primary_source,finance_type_id,source_raw_file
2026-06-19,CPC_MEDIA,27307535,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,37.88,NOT_APPLICABLE,37.88,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260619.json
2026-06-19,CPC_MEDIA,27307598,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,32.06,NOT_APPLICABLE,32.06,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260619.json
2026-06-19,CPC_MEDIA,27443733,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,123.54,NOT_APPLICABLE,123.54,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260619.json
2026-06-20,CPC_MEDIA,27251978,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,77.13,NOT_APPLICABLE,77.13,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260620.json
2026-06-20,CPC_MEDIA,27307535,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,29.22,NOT_APPLICABLE,29.22,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260620.json
2026-06-20,CPC_MEDIA,27307598,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,16.58,NOT_APPLICABLE,16.58,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260620.json
2026-06-20,CPC_MEDIA,27443733,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,127.92,NOT_APPLICABLE,127.92,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260620.json
2026-06-21,CPC_MEDIA,27251978,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,40.89,NOT_APPLICABLE,40.89,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260621.json
2026-06-21,CPC_MEDIA,27307535,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,55.33,NOT_APPLICABLE,55.33,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260621.json
2026-06-21,CPC_MEDIA,27307598,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,35.72,NOT_APPLICABLE,35.72,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260621.json
2026-06-21,CPC_MEDIA,27443733,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,168.06,NOT_APPLICABLE,168.06,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260621.json
2026-06-22,CPC_MEDIA,27251978,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,47.58,NOT_APPLICABLE,47.58,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260622.json
2026-06-22,CPC_MEDIA,27307535,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,120.75,NOT_APPLICABLE,120.75,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260622.json
2026-06-22,CPC_MEDIA,27307598,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,40.19,NOT_APPLICABLE,40.19,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260622.json
2026-06-22,CPC_MEDIA,27443733,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,210.81,NOT_APPLICABLE,210.81,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260622.json
2026-06-23,CPC_MEDIA,27251978,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,32.94,NOT_APPLICABLE,32.94,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260623.json
2026-06-23,CPC_MEDIA,27307535,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,43.12,NOT_APPLICABLE,43.12,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260623.json
2026-06-23,CPC_MEDIA,27307598,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,61.49,NOT_APPLICABLE,61.49,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260623.json
2026-06-23,CPC_MEDIA,27443733,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,110.13,NOT_APPLICABLE,110.13,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260623.json
2026-06-24,CPC_MEDIA,27251978,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,109.79,NOT_APPLICABLE,109.79,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260624.json
2026-06-24,CPC_MEDIA,27307535,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,110.94,NOT_APPLICABLE,110.94,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260624.json
